Employee_ID,Employee_Name,Gender,Age,Date_of_Joining,Years_at_Company,Monthly_Income,Annual_Income,Department,Job_Role,Position,Employment_Type,Work_Location,State,City,Distance_from_Home,Education_Level,Education_Field,Caste/Religion,Marital_Status,Performance_Score,Last_3_Year_Rating,Attrition_Status,Attrition_Reason,Attrition_Date,Onboarding_Status,New_Hires_Joining_Month,Environment_Satisfaction,Employee_Cost_to_Company,Hourly_Rate,Annual_HR_Feedback_Satisfaction_Score,Yearly_Total_Training_Hours
5082,Employee_4082,Male,54,2022-10-07,1,22711,272532,Sales,Technician,Junior,Full-time,HQ,Punjab,City_10,23,Postgraduate,Others,Jain,Divorced,B,Developer,Yes,Terminate - Absconding,2024-10-20,Pending,11,Very High,625695,243,3,77
5083,Employee_4083,Male,39,2022-01-11,3,32531,390372,Marketing,Executive,Senior,Full-time,Remote,Maharashtra,City_26,46,Diploma,Commerce,Other,Married,B,High Impact,No,N/A,N/A,Rejected,6,Low,1891331,409,4,196
5084,Employee_4084,Female,50,2024-02-03,3,30480,365760,IT,Supervisor,Junior,Full-time,HQ,West Bengal,City_40,41,PhD,Engineering,Buddhist,Single,A,High Impact,No,N/A,N/A,Rolled out,12,Very High,1425714,650,3,28
5085,Employee_4085,Male,26,2024-04-11,7,60708,728496,Finance,Supervisor,Junior,Full-time,HQ,Madhya Pradesh,City_47,10,Diploma,Engineering,Jain,Divorced,A*,Learner,No,N/A,N/A,Rejected,8,Low,531044,839,3,11
5086,Employee_4086,Male,46,2022-09-09,5,32191,386292,Sales,Coordinator,Junior,Full-time,Remote,Maharashtra,City_44,15,Graduate,Science,Christian,Single,A*,Developer,No,N/A,N/A,Accepted,10,Low,876670,566,4,184
5087,Employee_4087,Male,45,2021-03-27,4,79949,959388,Finance,Analyst,Junior,Part-time,HQ,Rajasthan,City_3,17,High School,Management,Christian,Married,B,Star,No,N/A,N/A,Rolled out,12,Very High,1314501,551,1,59
5088,Employee_4088,Male,50,2022-01-23,2,138032,1656384,Operations,Coordinator,Senior,Full-time,HQ,Madhya Pradesh,City_34,13,PhD,Others,Muslim,Married,B,Reliable Professional,No,N/A,N/A,Accepted,6,Very High,950804,942,2,167
5089,Employee_4089,Female,59,2023-09-15,7,87658,1051896,Sales,Assistant,Senior,Full-time,Remote,Punjab,City_41,24,Postgraduate,Engineering,Hindu,Single,B,Reliable Professional,No,N/A,N/A,Rolled out,1,Medium,1166630,769,4,63
5090,Employee_4090,Male,54,2022-06-22,3,145210,1742520,Customer Support,Assistant,Junior,Full-time,HQ,Delhi,City_8,16,Diploma,Others,Sikh,Married,A+,Learner,No,N/A,N/A,Accepted,4,High,2419323,495,3,153
5091,Employee_4091,Female,31,2022-01-22,7,23779,285348,Marketing,Analyst,Lead,Full-time,HQ,Rajasthan,City_10,39,High School,Others,Muslim,Single,A*,Future Star,No,N/A,N/A,Accepted,3,Medium,810568,487,4,48
5092,Employee_4092,Male,58,2023-03-03,7,91190,1094280,IT,Manager,Senior,Full-time,HQ,Maharashtra,City_24,38,Postgraduate,Engineering,Other,Married,B,Reliable Professional,No,N/A,N/A,Accepted,10,Very High,2078891,303,1,82
5093,Employee_4093,Male,54,2023-09-10,2,130678,1568136,HR,Coordinator,Senior,Contract,Remote,Delhi,City_46,30,Postgraduate,Others,Christian,Divorced,B,Future Star,No,N/A,N/A,Rolled out,9,Very High,1773260,917,2,87
5094,Employee_4094,Female,44,2023-08-11,7,143760,1725120,Supply Chain,Supervisor,Junior,Full-time,HQ,Punjab,City_11,45,Graduate,Arts,Christian,Married,B,High Impact,No,N/A,N/A,Accepted,11,Low,674496,328,3,176
5095,Employee_4095,Male,32,2020-10-19,6,96705,1160460,Supply Chain,Coordinator,Lead,Full-time,HQ,Karnataka,City_21,44,Postgraduate,Others,Hindu,Divorced,A+,Future Star,No,N/A,N/A,Pending,5,Low,1255329,365,4,60
5096,Employee_4096,Male,45,2020-01-09,4,86708,1040496,Finance,Assistant,Lead,Full-time,HQ,Punjab,City_10,15,Postgraduate,Others,Sikh,Divorced,B,Solid Contributor,No,N/A,N/A,Rejected,5,Very High,2314222,304,1,169
5097,Employee_4097,Male,45,2020-07-09,5,27317,327804,Sales,Assistant,Junior,Full-time,HQ,Delhi,City_43,4,Postgraduate,Engineering,Other,Single,A,Actionable,No,N/A,N/A,Pending,11,Very High,1300972,590,3,33
5098,Employee_4098,Male,28,2022-09-18,8,76896,922752,Sales,Technician,Junior,Contract,Remote,Karnataka,City_23,44,High School,Others,Jain,Married,A+,Learner,Yes,Terminate - Absconding,2023-04-09,Accepted,11,Low,2371108,693,4,50
5099,Employee_4099,Male,42,2023-07-15,5,20159,241908,Operations,Coordinator,Senior,Full-time,HQ,Tamil Nadu,City_50,10,High School,Commerce,Hindu,Single,A,High Impact,No,N/A,N/A,Accepted,5,Low,2416537,584,1,18
5100,Employee_4100,Male,41,2020-10-15,3,145373,1744476,Finance,Coordinator,Senior,Full-time,Remote,Maharashtra,City_43,40,Postgraduate,Arts,Other,Married,A,Contributor,No,N/A,N/A,Accepted,8,Very High,1126406,959,3,102
5101,Employee_4101,Male,31,2020-07-20,2,77115,925380,HR,Assistant,Mid-Level,Part-time,HQ,Punjab,City_7,46,Graduate,Science,Buddhist,Divorced,A*,Actionable,No,N/A,N/A,Rejected,9,Low,1168337,789,3,194
5102,Employee_4102,Male,46,2022-02-25,6,87665,1051980,IT,Analyst,Mid-Level,Full-time,HQ,Tamil Nadu,City_23,46,Postgraduate,Science,Buddhist,Married,A*,Contributor,No,N/A,N/A,Pending,6,Medium,998219,698,1,44
5103,Employee_4103,Male,57,2024-06-08,6,39462,473544,Sales,Supervisor,Junior,Part-time,HQ,Gujarat,City_9,32,PhD,Science,Muslim,Single,B,Solid Contributor,No,N/A,N/A,Rejected,2,Medium,757802,291,4,177
5104,Employee_4104,Male,36,2020-10-15,7,104149,1249788,Supply Chain,Specialist,Mid-Level,Full-time,HQ,Rajasthan,City_21,21,PhD,Arts,Jain,Single,A,Learner,No,N/A,N/A,Rejected,5,Very High,924489,860,1,76
5105,Employee_4105,Male,27,2024-12-28,8,22917,275004,Sales,Technician,Lead,Full-time,HQ,Uttar Pradesh,City_20,29,Diploma,Engineering,Jain,Divorced,A,Star,No,N/A,N/A,Accepted,8,High,568291,450,1,177
5106,Employee_4106,Male,58,2021-05-21,4,39397,472764,Finance,Analyst,Lead,Full-time,Remote,Maharashtra,City_43,30,PhD,Engineering,Hindu,Divorced,B,Solid Contributor,No,N/A,N/A,Rolled out,10,High,1530432,256,1,25
5107,Employee_4107,Female,23,2024-04-03,8,46125,553500,Finance,Supervisor,Lead,Full-time,Remote,Gujarat,City_12,7,Diploma,Commerce,Christian,Single,B,Solid Contributor,No,N/A,N/A,Rolled out,6,High,2201373,738,2,36
5108,Employee_4108,Male,33,2023-08-06,1,131069,1572828,Sales,Executive,Senior,Full-time,HQ,Tamil Nadu,City_14,42,Diploma,Arts,Buddhist,Divorced,A+,Reliable Professional,No,N/A,N/A,Accepted,10,Medium,2038174,783,4,153
5109,Employee_4109,Female,25,2021-09-20,6,91862,1102344,Sales,Manager,Mid-Level,Full-time,HQ,Madhya Pradesh,City_42,29,Diploma,Arts,Muslim,Divorced,B,Star,No,N/A,N/A,Rolled out,3,Very High,1904368,660,2,17
5110,Employee_4110,Male,44,2024-02-24,6,80729,968748,Operations,Supervisor,Mid-Level,Full-time,Remote,Karnataka,City_14,10,Diploma,Commerce,Buddhist,Single,B,Solid Contributor,No,N/A,N/A,Accepted,4,Very High,641632,372,3,77
5111,Employee_4111,Male,34,2023-05-05,3,119883,1438596,Sales,Analyst,Junior,Full-time,Remote,Madhya Pradesh,City_28,22,Postgraduate,Engineering,Other,Single,A+,Future Star,No,N/A,N/A,Rejected,6,Low,2366142,953,1,115
5112,Employee_4112,Male,38,2022-03-11,9,67277,807324,Marketing,Analyst,Senior,Part-time,HQ,Punjab,City_29,17,High School,Engineering,Buddhist,Single,A*,Future Star,No,N/A,N/A,Pending,2,Medium,2476332,249,1,126
5113,Employee_4113,Male,52,2024-04-11,5,34349,412188,Sales,Coordinator,Senior,Contract,Remote,Karnataka,City_46,18,PhD,Management,Buddhist,Single,A,Solid Contributor,No,N/A,N/A,Accepted,2,Low,1489403,940,1,158
5114,Employee_4114,Male,37,2024-08-15,1,80715,968580,IT,Technician,Senior,Full-time,Remote,Karnataka,City_23,46,PhD,Management,Other,Single,A*,Reliable Professional,No,N/A,N/A,Rejected,12,Very High,2074887,430,4,115
5115,Employee_4115,Male,47,2024-04-27,7,54728,656736,IT,Executive,Lead,Contract,HQ,Delhi,City_18,5,PhD,Others,Other,Divorced,A+,Future Star,No,N/A,N/A,Rolled out,4,Medium,837314,415,3,16
5116,Employee_4116,Male,49,2021-02-25,3,50792,609504,Customer Support,Technician,Senior,Full-time,Remote,Karnataka,City_2,39,Diploma,Management,Buddhist,Married,A*,Contributor,Yes,Superannuation,2022-01-16,Accepted,12,Low,1282241,276,4,127
5117,Employee_4117,Female,22,2024-08-16,4,27902,334824,Operations,Coordinator,Mid-Level,Full-time,HQ,Gujarat,City_25,17,Graduate,Management,Hindu,Married,A,Star,No,N/A,N/A,Pending,3,Very High,811670,884,1,150
5118,Employee_4118,Male,33,2024-07-24,6,141345,1696140,HR,Supervisor,Junior,Full-time,HQ,Tamil Nadu,City_14,34,High School,Others,Christian,Married,A,Star,No,N/A,N/A,Pending,1,Very High,1630929,774,1,106
5119,Employee_4119,Male,58,2022-09-18,8,99569,1194828,Finance,Assistant,Mid-Level,Full-time,HQ,Delhi,City_29,4,Graduate,Engineering,Hindu,Divorced,A,Future Star,No,N/A,N/A,Pending,5,Medium,1122948,795,3,49
5120,Employee_4120,Female,41,2020-05-12,4,122148,1465776,HR,Technician,Senior,Full-time,HQ,Maharashtra,City_4,41,Graduate,Science,Muslim,Single,B,Developer,No,N/A,N/A,Rejected,1,High,897942,917,2,131
5121,Employee_4121,Male,23,2024-12-05,9,123001,1476012,Sales,Coordinator,Junior,Part-time,HQ,Punjab,City_13,8,PhD,Arts,Jain,Divorced,A,Actionable,No,N/A,N/A,Rolled out,9,Medium,1194875,523,4,183
5122,Employee_4122,Male,57,2020-12-13,8,55158,661896,Finance,Supervisor,Lead,Full-time,Remote,Delhi,City_8,26,Graduate,Management,Jain,Single,B,Solid Contributor,No,N/A,N/A,Pending,4,Very High,1439976,278,3,171
5123,Employee_4123,Male,36,2021-11-15,6,119723,1436676,Sales,Specialist,Junior,Full-time,HQ,Delhi,City_17,25,Postgraduate,Science,Muslim,Divorced,B,Star,No,N/A,N/A,Accepted,12,Medium,1853661,506,3,86
5124,Employee_4124,Female,59,2022-12-02,7,23917,287004,Finance,Manager,Senior,Full-time,HQ,Delhi,City_21,36,Graduate,Management,Muslim,Divorced,B,Contributor,No,N/A,N/A,Accepted,6,Low,2088233,416,3,21
5125,Employee_4125,Female,43,2024-04-24,8,113947,1367364,Operations,Supervisor,Senior,Full-time,HQ,Madhya Pradesh,City_17,43,Graduate,Commerce,Christian,Divorced,A,Contributor,No,N/A,N/A,Rejected,12,Medium,1898664,392,3,116
5126,Employee_4126,Male,53,2024-10-20,2,99742,1196904,Customer Support,Supervisor,Junior,Full-time,Remote,Tamil Nadu,City_22,39,PhD,Management,Hindu,Married,A+,Contributor,No,N/A,N/A,Rolled out,8,High,2051368,396,2,173
5127,Employee_4127,Male,41,2021-11-03,5,32620,391440,Marketing,Specialist,Senior,Full-time,Remote,Gujarat,City_48,11,Graduate,Commerce,Muslim,Divorced,A*,Developer,No,N/A,N/A,Rolled out,11,High,963343,825,3,157
5128,Employee_4128,Female,57,2022-12-17,7,147330,1767960,Supply Chain,Supervisor,Senior,Full-time,HQ,Delhi,City_37,3,Diploma,Others,Hindu,Divorced,B,Star,No,N/A,N/A,Pending,9,High,1920067,748,3,117
5129,Employee_4129,Male,54,2020-06-21,8,97358,1168296,Customer Support,Coordinator,Senior,Full-time,HQ,Maharashtra,City_17,44,High School,Arts,Christian,Divorced,A*,Contributor,No,N/A,N/A,Pending,1,High,721118,899,1,155
5130,Employee_4130,Male,36,2020-09-04,5,123246,1478952,Marketing,Manager,Senior,Full-time,HQ,Punjab,City_21,40,Postgraduate,Management,Christian,Divorced,B,High Impact,No,N/A,N/A,Accepted,3,Medium,1835331,342,4,188
5131,Employee_4131,Male,24,2022-08-10,3,93890,1126680,Marketing,Analyst,Junior,Full-time,HQ,Tamil Nadu,City_7,28,High School,Commerce,Muslim,Divorced,A*,Actionable,Yes,Site Closure,2020-04-12,Rolled out,1,Very High,1983943,270,1,54
5132,Employee_4132,Male,50,2023-10-03,6,44691,536292,Customer Support,Technician,Junior,Part-time,HQ,Madhya Pradesh,City_29,39,Diploma,Arts,Hindu,Divorced,B,Learner,No,N/A,N/A,Accepted,4,Medium,2422044,531,2,184
5133,Employee_4133,Male,48,2024-07-15,5,109490,1313880,Operations,Executive,Mid-Level,Full-time,HQ,Punjab,City_45,25,Graduate,Management,Sikh,Single,B,High Impact,No,N/A,N/A,Rolled out,12,Medium,1476165,266,2,73
5134,Employee_4134,Male,26,2020-01-09,8,90734,1088808,Customer Support,Supervisor,Lead,Full-time,Remote,Uttar Pradesh,City_50,22,PhD,Others,Other,Divorced,B,Star,No,N/A,N/A,Pending,7,Very High,844818,506,2,91
5135,Employee_4135,Male,52,2020-05-24,9,46046,552552,HR,Specialist,Lead,Full-time,Remote,Rajasthan,City_33,13,High School,Management,Other,Single,B,Actionable,No,N/A,N/A,Rejected,6,Low,2348596,501,1,140
5136,Employee_4136,Male,43,2020-11-08,9,42386,508632,Finance,Executive,Mid-Level,Full-time,HQ,Madhya Pradesh,City_23,4,Graduate,Others,Christian,Single,A+,Star,No,N/A,N/A,Rejected,4,Medium,2477438,850,4,108
5137,Employee_4137,Female,56,2023-06-23,6,31271,375252,HR,Coordinator,Junior,Full-time,HQ,Rajasthan,City_20,28,High School,Engineering,Muslim,Divorced,B,Future Star,No,N/A,N/A,Rejected,4,High,687217,283,2,178
5138,Employee_4138,Male,28,2021-03-22,4,41526,498312,Supply Chain,Manager,Mid-Level,Full-time,Remote,West Bengal,City_33,19,Graduate,Science,Jain,Divorced,A+,Star,No,N/A,N/A,Rolled out,7,Medium,1939244,318,4,109
5139,Employee_4139,Male,27,2022-03-15,4,138540,1662480,Finance,Assistant,Senior,Full-time,HQ,Uttar Pradesh,City_12,3,PhD,Science,Christian,Married,B,Actionable,No,N/A,N/A,Pending,12,Medium,2076867,633,1,38
5140,Employee_4140,Male,47,2022-09-05,9,63798,765576,Supply Chain,Technician,Senior,Full-time,HQ,Punjab,City_40,27,Diploma,Arts,Hindu,Married,B,Learner,No,N/A,N/A,Rolled out,10,Low,2017529,383,2,172
5141,Employee_4141,Male,22,2023-09-15,4,135230,1622760,Supply Chain,Technician,Lead,Full-time,HQ,Karnataka,City_26,11,High School,Commerce,Jain,Single,A*,Reliable Professional,No,N/A,N/A,Pending,12,High,2050206,869,2,62
5142,Employee_4142,Male,40,2022-07-14,8,143293,1719516,Sales,Supervisor,Junior,Full-time,HQ,Madhya Pradesh,City_8,6,Postgraduate,Science,Jain,Married,A*,Contributor,Yes,Resign - Better Job,2022-12-25,Pending,8,Medium,1242847,497,4,120
5143,Employee_4143,Male,28,2024-04-26,9,45257,543084,Supply Chain,Analyst,Lead,Full-time,Remote,Uttar Pradesh,City_40,48,Diploma,Commerce,Sikh,Married,A+,Reliable Professional,Yes,Resign - Personal/Domestic,2024-04-27,Rejected,2,Very High,2283462,437,3,127
5144,Employee_4144,Female,57,2020-03-10,5,77985,935820,Marketing,Manager,Mid-Level,Contract,HQ,Rajasthan,City_50,31,PhD,Commerce,Other,Married,B,Star,No,N/A,N/A,Pending,11,High,1580243,238,1,103
5145,Employee_4145,Female,33,2023-06-08,6,73130,877560,Marketing,Assistant,Lead,Part-time,HQ,Gujarat,City_34,29,Postgraduate,Science,Other,Married,B,Reliable Professional,No,N/A,N/A,Pending,3,Low,1026396,925,3,80
5146,Employee_4146,Male,41,2021-09-19,3,136120,1633440,Finance,Executive,Lead,Full-time,Remote,Punjab,City_44,8,Graduate,Science,Jain,Married,A*,Star,Yes,Resign - Better Job,2024-03-18,Pending,10,Very High,1195268,614,1,23
5147,Employee_4147,Male,44,2022-07-09,5,94396,1132752,HR,Executive,Senior,Full-time,Remote,Karnataka,City_9,11,High School,Commerce,Sikh,Married,B,Solid Contributor,No,N/A,N/A,Pending,6,High,1201369,398,3,102
5148,Employee_4148,Male,46,2020-02-26,5,46645,559740,HR,Analyst,Lead,Full-time,HQ,Karnataka,City_47,9,Postgraduate,Commerce,Sikh,Divorced,A*,Solid Contributor,No,N/A,N/A,Accepted,1,Medium,1601822,480,4,170
5149,Employee_4149,Female,51,2024-11-23,2,44189,530268,IT,Assistant,Mid-Level,Full-time,HQ,West Bengal,City_21,31,Diploma,Management,Other,Married,B,Reliable Professional,No,N/A,N/A,Rejected,12,Low,1918520,723,3,57
5150,Employee_4150,Female,50,2022-01-17,6,101298,1215576,Marketing,Assistant,Junior,Full-time,HQ,Tamil Nadu,City_31,1,Postgraduate,Management,Sikh,Single,A,Learner,No,N/A,N/A,Accepted,6,Very High,1491533,870,1,165
5151,Employee_4151,Male,52,2022-06-19,9,20968,251616,Marketing,Analyst,Lead,Part-time,Remote,Maharashtra,City_15,7,PhD,Commerce,Buddhist,Married,A+,Future Star,No,N/A,N/A,Rolled out,1,Medium,2013506,756,2,190
5152,Employee_4152,Male,39,2022-06-10,7,25800,309600,HR,Manager,Junior,Full-time,HQ,Punjab,City_32,10,Postgraduate,Science,Hindu,Married,B,High Impact,Yes,Resign - Job not interesting,2021-07-04,Rejected,9,High,1858523,877,2,87
5153,Employee_4153,Female,40,2024-05-12,8,44229,530748,Marketing,Specialist,Mid-Level,Full-time,Remote,Tamil Nadu,City_16,9,High School,Management,Sikh,Married,A*,Solid Contributor,No,N/A,N/A,Rejected,4,High,2257319,645,4,101
5154,Employee_4154,Male,25,2024-08-21,2,78524,942288,HR,Manager,Lead,Full-time,Remote,Gujarat,City_15,13,High School,Commerce,Other,Married,A+,Developer,No,N/A,N/A,Pending,8,Low,1811714,905,2,187
5155,Employee_4155,Male,22,2023-10-01,9,116585,1399020,IT,Technician,Junior,Full-time,HQ,Punjab,City_48,27,Graduate,Others,Jain,Single,A*,Star,No,N/A,N/A,Accepted,2,Low,1751900,615,3,33
5156,Employee_4156,Male,36,2023-03-05,3,49717,596604,Finance,Executive,Senior,Full-time,Remote,Madhya Pradesh,City_29,18,Postgraduate,Commerce,Hindu,Divorced,A*,Learner,No,N/A,N/A,Rolled out,6,High,504716,938,3,190
5157,Employee_4157,Male,29,2021-11-03,5,140279,1683348,Supply Chain,Supervisor,Senior,Part-time,HQ,Delhi,City_48,16,Postgraduate,Arts,Jain,Single,A,Reliable Professional,No,N/A,N/A,Pending,7,Very High,1086766,672,4,87
5158,Employee_4158,Female,36,2023-07-14,7,107303,1287636,Finance,Manager,Mid-Level,Full-time,Remote,Rajasthan,City_10,4,PhD,Arts,Buddhist,Single,A+,Learner,No,N/A,N/A,Rolled out,4,Very High,518140,285,3,42
5159,Employee_4159,Female,36,2022-02-08,4,93006,1116072,IT,Supervisor,Lead,Full-time,HQ,Uttar Pradesh,City_50,30,High School,Commerce,Muslim,Divorced,B,Actionable,No,N/A,N/A,Rolled out,12,Very High,1796467,340,2,180
5160,Employee_4160,Male,43,2023-08-19,7,149925,1799100,Marketing,Coordinator,Mid-Level,Full-time,HQ,Delhi,City_16,38,Diploma,Commerce,Buddhist,Single,A,Solid Contributor,No,N/A,N/A,Accepted,4,Low,2274943,573,2,116
5161,Employee_4161,Male,39,2024-06-11,8,83238,998856,Customer Support,Manager,Junior,Full-time,Remote,Tamil Nadu,City_22,20,Graduate,Commerce,Other,Single,B,Future Star,No,N/A,N/A,Rejected,6,Very High,2103930,882,4,52
5162,Employee_4162,Male,37,2022-07-25,4,24819,297828,Sales,Technician,Junior,Full-time,Remote,West Bengal,City_14,41,Postgraduate,Management,Jain,Married,A,Developer,No,N/A,N/A,Rolled out,4,Medium,706442,403,1,175
5163,Employee_4163,Male,23,2021-07-19,5,76784,921408,Marketing,Manager,Mid-Level,Full-time,HQ,Tamil Nadu,City_47,12,Graduate,Engineering,Christian,Divorced,B,Future Star,No,N/A,N/A,Rejected,9,Very High,543813,978,3,14
5164,Employee_4164,Male,57,2024-09-05,3,121539,1458468,Supply Chain,Assistant,Junior,Full-time,Remote,Rajasthan,City_5,28,Postgraduate,Management,Jain,Divorced,A*,Actionable,No,N/A,N/A,Rolled out,9,Low,576980,861,2,143
5165,Employee_4165,Male,41,2020-06-15,5,107175,1286100,HR,Technician,Mid-Level,Part-time,Remote,Uttar Pradesh,City_28,44,Postgraduate,Commerce,Hindu,Single,A+,Developer,No,N/A,N/A,Accepted,10,Very High,1399240,681,2,118
5166,Employee_4166,Male,37,2020-09-23,8,134939,1619268,Operations,Supervisor,Mid-Level,Part-time,Remote,Uttar Pradesh,City_21,1,PhD,Management,Jain,Divorced,A*,Contributor,No,N/A,N/A,Rejected,5,Very High,867116,381,1,125
5167,Employee_4167,Male,24,2020-04-01,3,89836,1078032,Supply Chain,Technician,Senior,Full-time,HQ,Gujarat,City_18,9,Postgraduate,Engineering,Muslim,Divorced,A+,Learner,No,N/A,N/A,Accepted,3,Medium,565462,670,1,137
5168,Employee_4168,Male,51,2023-10-26,5,66935,803220,Sales,Coordinator,Junior,Contract,Remote,Gujarat,City_32,42,Graduate,Engineering,Sikh,Divorced,B,Reliable Professional,No,N/A,N/A,Rejected,2,Very High,1853900,650,2,174
5169,Employee_4169,Male,23,2024-01-15,1,68429,821148,IT,Supervisor,Mid-Level,Full-time,HQ,Rajasthan,City_20,49,Graduate,Engineering,Jain,Divorced,A,Contributor,No,N/A,N/A,Rolled out,6,Medium,1259673,501,1,106
5170,Employee_4170,Male,56,2021-05-13,2,109329,1311948,Finance,Executive,Senior,Full-time,HQ,West Bengal,City_2,33,PhD,Others,Jain,Divorced,A,Actionable,No,N/A,N/A,Rolled out,4,High,560996,440,2,87
5171,Employee_4171,Male,47,2023-01-23,3,96607,1159284,Finance,Analyst,Mid-Level,Full-time,HQ,West Bengal,City_43,1,PhD,Commerce,Muslim,Married,A+,Contributor,No,N/A,N/A,Rejected,4,High,903126,951,3,175
5172,Employee_4172,Female,26,2021-02-28,1,23998,287976,Customer Support,Manager,Junior,Part-time,Remote,Uttar Pradesh,City_14,42,Graduate,Science,Buddhist,Single,A+,Developer,No,N/A,N/A,Pending,9,High,1550014,650,1,17
5173,Employee_4173,Male,23,2022-12-22,9,61750,741000,Marketing,Specialist,Senior,Full-time,HQ,Delhi,City_16,9,Graduate,Science,Other,Divorced,A*,Actionable,No,N/A,N/A,Accepted,10,Very High,830635,217,3,10
5174,Employee_4174,Male,41,2023-11-15,9,25180,302160,Finance,Assistant,Junior,Full-time,HQ,Karnataka,City_4,22,Postgraduate,Science,Jain,Single,A,Solid Contributor,Yes,Resign - Personal/Domestic,2020-03-27,Rolled out,5,Medium,1379506,908,3,95
5175,Employee_4175,Female,55,2021-06-03,5,98288,1179456,Supply Chain,Assistant,Lead,Full-time,HQ,Karnataka,City_12,9,High School,Arts,Sikh,Divorced,A,Actionable,No,N/A,N/A,Accepted,3,High,2083636,227,4,167
5176,Employee_4176,Female,55,2024-02-24,4,50513,606156,Marketing,Analyst,Lead,Full-time,HQ,Karnataka,City_7,5,Graduate,Science,Buddhist,Divorced,A+,Solid Contributor,Yes,Terminate - Absconding,2023-08-15,Accepted,10,High,1986950,560,4,31
5177,Employee_4177,Male,41,2020-03-17,5,123725,1484700,Customer Support,Specialist,Lead,Full-time,HQ,Karnataka,City_17,2,Diploma,Commerce,Jain,Divorced,A+,Future Star,Yes,Terminate - Absconding,2024-12-11,Rejected,4,Low,767944,559,4,180
5178,Employee_4178,Female,46,2022-05-23,4,37879,454548,Customer Support,Manager,Lead,Full-time,HQ,West Bengal,City_13,14,High School,Commerce,Christian,Married,A,Solid Contributor,No,N/A,N/A,Rejected,6,Medium,1534306,960,3,115
5179,Employee_4179,Male,41,2021-05-09,5,109898,1318776,HR,Specialist,Senior,Full-time,Remote,Karnataka,City_30,12,Diploma,Arts,Sikh,Divorced,A*,Star,No,N/A,N/A,Pending,11,Medium,1613658,373,4,165
5180,Employee_4180,Male,46,2023-04-12,7,81833,981996,HR,Assistant,Junior,Full-time,HQ,Gujarat,City_40,29,High School,Others,Hindu,Married,A*,Solid Contributor,No,N/A,N/A,Rejected,11,Medium,1204232,619,4,79
5181,Employee_4181,Male,35,2020-02-27,8,132222,1586664,IT,Supervisor,Mid-Level,Full-time,Remote,Delhi,City_6,16,Graduate,Commerce,Sikh,Married,A*,Solid Contributor,No,N/A,N/A,Pending,5,Medium,654185,729,2,105
5182,Employee_4182,Male,33,2021-03-03,2,34316,411792,Operations,Analyst,Mid-Level,Full-time,HQ,Punjab,City_8,48,PhD,Others,Muslim,Married,A+,High Impact,No,N/A,N/A,Rejected,10,Very High,523901,611,3,134
5183,Employee_4183,Male,26,2020-05-22,4,113180,1358160,HR,Specialist,Mid-Level,Contract,Remote,West Bengal,City_3,9,PhD,Commerce,Muslim,Divorced,A+,Contributor,No,N/A,N/A,Rejected,10,High,2399014,202,2,137
5184,Employee_4184,Male,23,2022-03-10,8,96435,1157220,Marketing,Specialist,Junior,Full-time,Remote,Karnataka,City_8,32,Graduate,Arts,Other,Single,A,Contributor,No,N/A,N/A,Rejected,8,Low,2239936,452,4,70
5185,Employee_4185,Male,37,2022-02-09,7,131503,1578036,Finance,Analyst,Senior,Full-time,Remote,Maharashtra,City_31,24,High School,Others,Sikh,Single,A,Future Star,No,N/A,N/A,Pending,10,Medium,1412763,554,1,54
5186,Employee_4186,Male,51,2021-01-28,9,44525,534300,HR,Supervisor,Junior,Full-time,HQ,Madhya Pradesh,City_16,20,Graduate,Others,Muslim,Married,A+,High Impact,No,N/A,N/A,Rolled out,11,Very High,900208,342,4,26
5187,Employee_4187,Male,59,2022-05-10,5,25378,304536,HR,Technician,Lead,Full-time,Remote,Uttar Pradesh,City_39,20,High School,Others,Buddhist,Married,A*,Contributor,No,N/A,N/A,Rejected,9,High,1707813,741,3,25
5188,Employee_4188,Male,45,2021-11-13,6,68669,824028,Marketing,Analyst,Mid-Level,Full-time,HQ,West Bengal,City_43,42,Graduate,Arts,Hindu,Single,A,Future Star,No,N/A,N/A,Pending,3,Very High,2246177,762,4,122
5189,Employee_4189,Male,51,2022-04-07,8,22577,270924,Customer Support,Analyst,Junior,Full-time,HQ,West Bengal,City_46,43,Diploma,Arts,Christian,Single,B,Solid Contributor,No,N/A,N/A,Accepted,6,Medium,1270292,745,3,37
5190,Employee_4190,Female,58,2023-10-08,5,41690,500280,HR,Assistant,Lead,Contract,HQ,Karnataka,City_2,5,Graduate,Commerce,Buddhist,Married,A+,Future Star,No,N/A,N/A,Pending,11,Medium,754598,945,4,150
5191,Employee_4191,Female,32,2023-10-16,9,126437,1517244,Finance,Supervisor,Lead,Full-time,HQ,Rajasthan,City_10,20,High School,Arts,Christian,Divorced,B,Future Star,No,N/A,N/A,Rolled out,2,Medium,1984900,820,3,164
5192,Employee_4192,Female,35,2020-12-09,4,119539,1434468,Operations,Analyst,Senior,Full-time,HQ,Delhi,City_30,16,Postgraduate,Others,Hindu,Single,B,Star,No,N/A,N/A,Accepted,9,Medium,1105098,993,2,26
5193,Employee_4193,Male,44,2024-06-10,8,135746,1628952,Finance,Coordinator,Mid-Level,Full-time,Remote,Delhi,City_20,19,PhD,Engineering,Sikh,Married,A*,Solid Contributor,No,N/A,N/A,Rejected,6,Very High,1057580,395,2,125
